Ticket_ID,Ticket_Type,Created_Date,Channel,Automation_Used,Resolution_Time_Hours,Resolved_First_Contact,Customer_Satisfaction,Resolved_Date
TKT-00704,Account Issue,2024-01-08 07:45:00,Self-Service,Yes,4.64,No,4.0,2024-01-08 12:23:24
TKT-00705,Billing Issue,2024-01-08 08:00:00,Chatbot,No,2.54,Yes,3.0,2024-01-08 10:32:24
TKT-00706,Account Issue,2024-01-08 08:15:00,Phone,Yes,5.03,Yes,4.0,2024-01-08 13:16:48
TKT-00707,Billing Issue,2024-01-08 08:30:00,Self-Service,Yes,0.5,Yes,3.0,2024-01-08 09:00:00
TKT-00708,Account Issue,2024-01-08 08:45:00,Email,Yes,1.21,Yes,5.0,2024-01-08 09:57:36
TKT-00709,Technical Issue,2024-01-08 09:00:00,Email,Yes,5.06,Yes,4.0,2024-01-08 14:03:36
TKT-00710,Technical Issue,2024-01-08 09:15:00,Email,No,1.92,Yes,3.0,2024-01-08 11:10:12
TKT-00711,Technical Issue,2024-01-08 09:30:00,Chatbot,Yes,4.64,No,2.0,2024-01-08 14:08:24
TKT-00712,Billing Issue,2024-01-08 09:45:00,Chatbot,Yes,4.38,Yes,3.0,2024-01-08 14:07:48
TKT-00713,Account Issue,2024-01-08 10:00:00,Self-Service,No,4.59,Yes,4.0,2024-01-08 14:35:24
TKT-00714,Account Issue,2024-01-08 10:15:00,Self-Service,Yes,7.46,Yes,5.0,2024-01-08 17:42:36
TKT-00715,Account Issue,2024-01-08 10:30:00,Self-Service,Yes,4.24,Yes,5.0,2024-01-08 14:44:24
TKT-00716,Technical Issue,2024-01-08 10:45:00,Self-Service,Yes,3.52,Yes,4.0,2024-01-08 14:16:12
TKT-00717,Billing Issue,2024-01-08 11:00:00,Chatbot,Yes,6.35,No,3.0,2024-01-08 17:21:00
TKT-00718,Account Issue,2024-01-08 11:15:00,Self-Service,Yes,4.05,Yes,5.0,2024-01-08 15:18:00
TKT-00719,Technical Issue,2024-01-08 11:30:00,Chatbot,Yes,4.1,Yes,5.0,2024-01-08 15:36:00
TKT-00720,Technical Issue,2024-01-08 11:45:00,Self-Service,Yes,4.97,Yes,,2024-01-08 16:43:12
TKT-00721,Technical Issue,2024-01-08 12:00:00,Self-Service,Yes,3.62,Yes,3.0,2024-01-08 15:37:12
TKT-00722,Billing Issue,2024-01-08 12:15:00,Email,Yes,3.05,No,4.0,2024-01-08 15:18:00
TKT-00723,Account Issue,2024-01-08 12:30:00,Self-Service,No,4.79,Yes,4.0,2024-01-08 17:17:24
TKT-00724,Technical Issue,2024-01-08 12:45:00,,Yes,2.38,Yes,2.0,2024-01-08 15:07:48
TKT-00725,General Inquiry,2024-01-08 13:00:00,Email,No,0.5,Yes,4.0,2024-01-08 13:30:00
TKT-00726,Account Issue,2024-01-08 13:15:00,,Yes,4.02,Yes,5.0,2024-01-08 17:16:12
TKT-00727,Billing Issue,2024-01-08 13:30:00,Email,No,0.5,Yes,3.0,2024-01-08 14:00:00
TKT-00728,Account Issue,2024-01-08 13:45:00,Self-Service,Yes,8.21,Yes,5.0,2024-01-08 21:57:36
TKT-00729,Technical Issue,2024-01-08 14:00:00,Self-Service,Yes,5.54,Yes,3.0,2024-01-08 19:32:24
TKT-00730,General Inquiry,2024-01-08 14:15:00,Chatbot,No,5.73,No,4.0,2024-01-08 19:58:48
TKT-00731,Account Issue,2024-01-08 14:30:00,Self-Service,Yes,4.69,Yes,3.0,2024-01-08 19:11:24
TKT-00732,Technical Issue,2024-01-08 14:45:00,Self-Service,No,3.45,No,4.0,2024-01-08 18:12:00
TKT-00733,Technical Issue,2024-01-08 15:00:00,Chatbot,Yes,1.83,No,3.0,2024-01-08 16:49:48
TKT-00734,Billing Issue,2024-01-08 15:15:00,Self-Service,Yes,3.04,Yes,3.0,2024-01-08 18:17:24
TKT-00735,Account Issue,2024-01-08 15:30:00,Chatbot,Yes,4.29,Yes,4.0,2024-01-08 19:47:23
TKT-00736,General Inquiry,2024-01-08 15:45:00,Chatbot,Yes,3.41,No,2.0,2024-01-08 19:09:36
TKT-00737,Account Issue,2024-01-08 16:00:00,Self-Service,Yes,3.99,Yes,4.0,2024-01-08 19:59:24
TKT-00738,Technical Issue,2024-01-08 16:15:00,Chatbot,No,2.83,Yes,1.0,2024-01-08 19:04:48
TKT-00739,Account Issue,2024-01-08 16:30:00,Phone,Yes,2.85,Yes,3.0,2024-01-08 19:21:00
TKT-00740,Technical Issue,2024-01-08 16:45:00,Self-Service,Yes,1.85,Yes,1.0,2024-01-08 18:36:00
TKT-00741,Billing Issue,2024-01-08 17:00:00,Chatbot,No,5.32,Yes,3.0,2024-01-08 22:19:12
TKT-00742,Billing Issue,2024-01-08 17:15:00,Email,Yes,2.35,Yes,2.0,2024-01-08 19:36:00
TKT-00743,General Inquiry,2024-01-08 17:30:00,,Yes,2.26,Yes,4.0,2024-01-08 19:45:36
TKT-00744,Technical Issue,2024-01-08 17:45:00,Chatbot,Yes,4.94,Yes,5.0,2024-01-08 22:41:24
TKT-00745,Technical Issue,2024-01-08 18:00:00,Self-Service,Yes,6.59,Yes,3.0,2024-01-09 00:35:24
TKT-00746,Technical Issue,2024-01-08 18:15:00,Email,No,2.48,Yes,4.0,2024-01-08 20:43:48
TKT-00747,Account Issue,2024-01-08 18:30:00,Phone,No,4.34,Yes,4.0,2024-01-08 22:50:24
TKT-00748,Technical Issue,2024-01-08 18:45:00,Self-Service,Yes,5.57,Yes,4.0,2024-01-09 00:19:11
TKT-00749,Account Issue,2024-01-08 19:00:00,Self-Service,Yes,3.78,Yes,4.0,2024-01-08 22:46:48
TKT-00750,Technical Issue,2024-01-08 19:15:00,Chatbot,Yes,2.93,No,2.0,2024-01-08 22:10:48
TKT-00751,Account Issue,2024-01-08 19:30:00,Email,Yes,1.05,Yes,5.0,2024-01-08 20:33:00
TKT-00752,Account Issue,2024-01-08 19:45:00,Chatbot,Yes,0.5,No,4.0,2024-01-08 20:15:00
TKT-00753,Account Issue,2024-01-08 20:00:00,Self-Service,Yes,0.5,Yes,4.0,2024-01-08 20:30:00
TKT-00754,Technical Issue,2024-01-08 20:15:00,Self-Service,No,4.41,Yes,4.0,2024-01-09 00:39:36
TKT-00755,Billing Issue,2024-01-08 20:30:00,Self-Service,No,5.29,Yes,4.0,2024-01-09 01:47:23
TKT-00756,Billing Issue,2024-01-08 20:45:00,Self-Service,No,5.09,Yes,2.0,2024-01-09 01:50:24
TKT-00757,General Inquiry,2024-01-08 21:00:00,Email,Yes,2.99,No,3.0,2024-01-08 23:59:24
TKT-00758,Account Issue,2024-01-08 21:15:00,Self-Service,Yes,4.21,Yes,4.0,2024-01-09 01:27:36
TKT-00759,Billing Issue,2024-01-08 21:30:00,,Yes,1.44,Yes,4.0,2024-01-08 22:56:24
TKT-00760,Technical Issue,2024-01-08 21:45:00,Chatbot,Yes,3.91,Yes,3.0,2024-01-09 01:39:36
TKT-00761,Technical Issue,2024-01-08 22:00:00,Self-Service,No,5.31,Yes,3.0,2024-01-09 03:18:36
TKT-00762,Technical Issue,2024-01-08 22:15:00,Self-Service,Yes,4.45,Yes,3.0,2024-01-09 02:42:00
TKT-00763,Account Issue,2024-01-08 22:30:00,Chatbot,Yes,3.86,Yes,4.0,2024-01-09 02:21:36
TKT-00764,Billing Issue,2024-01-08 22:45:00,Phone,Yes,4.73,No,3.0,2024-01-09 03:28:48
TKT-00765,Account Issue,2024-01-08 23:00:00,Chatbot,Yes,2.8,Yes,,2024-01-09 01:48:00
TKT-00766,Technical Issue,2024-01-08 23:15:00,Email,Yes,5.22,Yes,3.0,2024-01-09 04:28:12
TKT-00767,Billing Issue,2024-01-08 23:30:00,Chatbot,Yes,3.11,Yes,4.0,2024-01-09 02:36:36
TKT-00768,Technical Issue,2024-01-08 23:45:00,Self-Service,Yes,1.75,Yes,3.0,2024-01-09 01:30:00
TKT-00769,Billing Issue,2024-01-09 00:00:00,Self-Service,Yes,4.65,Yes,4.0,2024-01-09 04:39:00
TKT-00770,Billing Issue,2024-01-09 00:15:00,Email,No,4.03,Yes,1.0,2024-01-09 04:16:48
TKT-00771,Technical Issue,2024-01-09 00:30:00,Chatbot,Yes,0.5,Yes,4.0,2024-01-09 01:00:00
TKT-00772,Technical Issue,2024-01-09 00:45:00,Self-Service,Yes,4.72,Yes,5.0,2024-01-09 05:28:12
TKT-00773,Technical Issue,2024-01-09 01:00:00,Self-Service,No,0.5,Yes,5.0,2024-01-09 01:30:00
TKT-00774,Technical Issue,2024-01-09 01:15:00,Self-Service,Yes,2.96,Yes,3.0,2024-01-09 04:12:36
TKT-00775,Technical Issue,2024-01-09 01:30:00,Chatbot,Yes,6.62,No,3.0,2024-01-09 08:07:12
TKT-00776,Technical Issue,2024-01-09 01:45:00,Email,Yes,4.31,No,2.0,2024-01-09 06:03:36
TKT-00777,Technical Issue,2024-01-09 02:00:00,Self-Service,Yes,2.85,Yes,5.0,2024-01-09 04:51:00
TKT-00778,Account Issue,2024-01-09 02:15:00,Self-Service,Yes,3.91,Yes,4.0,2024-01-09 06:09:36
TKT-00779,Billing Issue,2024-01-09 02:30:00,Chatbot,Yes,5.3,Yes,4.0,2024-01-09 07:48:00
TKT-00780,Billing Issue,2024-01-09 02:45:00,Self-Service,Yes,3.84,Yes,3.0,2024-01-09 06:35:24
TKT-00781,Account Issue,2024-01-09 03:00:00,,Yes,3.11,Yes,4.0,2024-01-09 06:06:36
TKT-00782,Account Issue,2024-01-09 03:15:00,Chatbot,Yes,2.55,Yes,3.0,2024-01-09 05:48:00
TKT-00783,Account Issue,2024-01-09 03:30:00,,No,0.5,Yes,5.0,2024-01-09 04:00:00
TKT-00784,Account Issue,2024-01-09 03:45:00,Self-Service,Yes,7.13,Yes,4.0,2024-01-09 10:52:48
TKT-00785,Account Issue,2024-01-09 04:00:00,Chatbot,No,4.13,Yes,5.0,2024-01-09 08:07:48
TKT-00786,Technical Issue,2024-01-09 04:15:00,Self-Service,Yes,5.16,Yes,3.0,2024-01-09 09:24:36
TKT-00787,Technical Issue,2024-01-09 04:30:00,Chatbot,Yes,0.5,Yes,5.0,2024-01-09 05:00:00
TKT-00788,Technical Issue,2024-01-09 04:45:00,Self-Service,Yes,5.67,Yes,2.0,2024-01-09 10:25:12
TKT-00789,Technical Issue,2024-01-09 05:00:00,,Yes,3.6,Yes,5.0,2024-01-09 08:36:00
TKT-00790,Technical Issue,2024-01-09 05:15:00,Self-Service,Yes,2.33,Yes,5.0,2024-01-09 07:34:48
TKT-00791,Technical Issue,2024-01-09 05:30:00,Self-Service,No,0.56,No,5.0,2024-01-09 06:03:36
TKT-00792,Technical Issue,2024-01-09 05:45:00,,Yes,1.07,Yes,4.0,2024-01-09 06:49:12
TKT-00793,Technical Issue,2024-01-09 06:00:00,Email,Yes,7.19,Yes,3.0,2024-01-09 13:11:24
TKT-00794,Technical Issue,2024-01-09 06:15:00,Self-Service,Yes,4.44,Yes,5.0,2024-01-09 10:41:24
TKT-00795,Technical Issue,2024-01-09 06:30:00,Self-Service,No,1.18,Yes,5.0,2024-01-09 07:40:48
TKT-00796,Technical Issue,2024-01-09 06:45:00,Self-Service,No,5.33,Yes,3.0,2024-01-09 12:04:48
TKT-00797,Account Issue,2024-01-09 07:00:00,Self-Service,Yes,5.31,No,4.0,2024-01-09 12:18:36
TKT-00798,Account Issue,2024-01-09 07:15:00,Email,Yes,5.99,Yes,4.0,2024-01-09 13:14:24
TKT-00799,Account Issue,2024-01-09 07:30:00,Chatbot,Yes,6.81,Yes,1.0,2024-01-09 14:18:36
TKT-00800,Billing Issue,2024-01-09 07:45:00,Phone,Yes,2.72,Yes,2.0,2024-01-09 10:28:12
TKT-00801,Account Issue,2024-01-09 08:00:00,Chatbot,Yes,6.31,Yes,2.0,2024-01-09 14:18:36
TKT-00802,Account Issue,2024-01-09 08:15:00,Self-Service,No,4.98,Yes,2.0,2024-01-09 13:13:48
TKT-00803,Technical Issue,2024-01-09 08:30:00,Phone,No,2.57,Yes,4.0,2024-01-09 11:04:11
TKT-00804,Account Issue,2024-01-09 08:45:00,Chatbot,Yes,5.94,Yes,4.0,2024-01-09 14:41:24
TKT-00805,Technical Issue,2024-01-09 09:00:00,Chatbot,Yes,1.49,No,4.0,2024-01-09 10:29:24
TKT-00806,Account Issue,2024-01-09 09:15:00,Chatbot,No,6.91,No,4.0,2024-01-09 16:09:36
TKT-00807,Billing Issue,2024-01-09 09:30:00,Chatbot,Yes,3.58,Yes,4.0,2024-01-09 13:04:47
TKT-00808,Account Issue,2024-01-09 09:45:00,Self-Service,Yes,0.5,No,5.0,2024-01-09 10:15:00
TKT-00809,Technical Issue,2024-01-09 10:00:00,Email,No,3.67,Yes,2.0,2024-01-09 13:40:12
TKT-00810,Account Issue,2024-01-09 10:15:00,Self-Service,Yes,1.12,Yes,4.0,2024-01-09 11:22:12
TKT-00811,General Inquiry,2024-01-09 10:30:00,Self-Service,Yes,3.37,No,3.0,2024-01-09 13:52:12
TKT-00812,Account Issue,2024-01-09 10:45:00,Phone,Yes,4.57,Yes,3.0,2024-01-09 15:19:11
TKT-00813,Billing Issue,2024-01-09 11:00:00,,Yes,4.33,Yes,2.0,2024-01-09 15:19:48
TKT-00814,Technical Issue,2024-01-09 11:15:00,Self-Service,No,3.27,Yes,2.0,2024-01-09 14:31:12
TKT-00815,Technical Issue,2024-01-09 11:30:00,Phone,No,4.54,No,3.0,2024-01-09 16:02:24
TKT-00816,Account Issue,2024-01-09 11:45:00,Email,Yes,0.5,Yes,4.0,2024-01-09 12:15:00
TKT-00817,Account Issue,2024-01-09 12:00:00,Chatbot,Yes,1.33,Yes,3.0,2024-01-09 13:19:48
TKT-00818,Billing Issue,2024-01-09 12:15:00,Self-Service,Yes,3.45,Yes,3.0,2024-01-09 15:42:00
TKT-00819,Technical Issue,2024-01-09 12:30:00,Phone,Yes,4.6,Yes,5.0,2024-01-09 17:06:00
TKT-00820,General Inquiry,2024-01-09 12:45:00,Self-Service,Yes,1.8,Yes,3.0,2024-01-09 14:33:00
TKT-00821,Account Issue,2024-01-09 13:00:00,Self-Service,Yes,4.32,Yes,5.0,2024-01-09 17:19:12
TKT-00822,Technical Issue,2024-01-09 13:15:00,Self-Service,Yes,5.39,Yes,1.0,2024-01-09 18:38:24
TKT-00823,Billing Issue,2024-01-09 13:30:00,Self-Service,Yes,5.96,Yes,3.0,2024-01-09 19:27:36
TKT-00824,Account Issue,2024-01-09 13:45:00,Self-Service,Yes,2.88,Yes,3.0,2024-01-09 16:37:48
TKT-00825,Account Issue,2024-01-09 14:00:00,Chatbot,Yes,3.09,Yes,4.0,2024-01-09 17:05:24
TKT-00826,Technical Issue,2024-01-09 14:15:00,Self-Service,Yes,3.23,Yes,4.0,2024-01-09 17:28:48
TKT-00827,Technical Issue,2024-01-09 14:30:00,Self-Service,Yes,2.81,Yes,4.0,2024-01-09 17:18:36
TKT-00828,Technical Issue,2024-01-09 14:45:00,Self-Service,Yes,3.68,Yes,3.0,2024-01-09 18:25:48
TKT-00829,Billing Issue,2024-01-09 15:00:00,,No,4.63,No,4.0,2024-01-09 19:37:48
TKT-00830,Account Issue,2024-01-09 15:15:00,Self-Service,Yes,3.05,Yes,4.0,2024-01-09 18:18:00
TKT-00831,General Inquiry,2024-01-09 15:30:00,Self-Service,Yes,5.5,Yes,2.0,2024-01-09 21:00:00
TKT-00832,Technical Issue,2024-01-09 15:45:00,Chatbot,Yes,4.12,Yes,4.0,2024-01-09 19:52:12
TKT-00833,Billing Issue,2024-01-09 16:00:00,Self-Service,No,7.55,Yes,3.0,2024-01-09 23:33:00
TKT-00834,Billing Issue,2024-01-09 16:15:00,Self-Service,Yes,3.65,Yes,4.0,2024-01-09 19:54:00
TKT-00835,Account Issue,2024-01-09 16:30:00,Self-Service,No,4.31,Yes,3.0,2024-01-09 20:48:36
TKT-00836,Account Issue,2024-01-09 16:45:00,Self-Service,Yes,4.35,Yes,4.0,2024-01-09 21:06:00
TKT-00837,Technical Issue,2024-01-09 17:00:00,,Yes,6.65,Yes,3.0,2024-01-09 23:39:00
TKT-00838,Technical Issue,2024-01-09 17:15:00,Chatbot,Yes,4.9,Yes,4.0,2024-01-09 22:09:00
TKT-00839,Technical Issue,2024-01-09 17:30:00,Phone,No,3.8,No,4.0,2024-01-09 21:18:00
TKT-00840,Account Issue,2024-01-09 17:45:00,Self-Service,Yes,8.12,Yes,3.0,2024-01-10 01:52:12
TKT-00841,Billing Issue,2024-01-09 18:00:00,Chatbot,Yes,4.8,Yes,2.0,2024-01-09 22:48:00
TKT-00842,Technical Issue,2024-01-09 18:15:00,Email,Yes,2.76,Yes,4.0,2024-01-09 21:00:36
TKT-00843,Technical Issue,2024-01-09 18:30:00,Self-Service,No,4.68,Yes,4.0,2024-01-09 23:10:48
TKT-00844,General Inquiry,2024-01-09 18:45:00,Chatbot,Yes,2.47,Yes,,2024-01-09 21:13:12
TKT-00845,Technical Issue,2024-01-09 19:00:00,Self-Service,Yes,6.84,Yes,4.0,2024-01-10 01:50:24
TKT-00846,General Inquiry,2024-01-09 19:15:00,Self-Service,Yes,2.92,Yes,4.0,2024-01-09 22:10:12
TKT-00847,General Inquiry,2024-01-09 19:30:00,Self-Service,Yes,3.29,Yes,4.0,2024-01-09 22:47:23
TKT-00848,Technical Issue,2024-01-09 19:45:00,Chatbot,Yes,2.25,Yes,4.0,2024-01-09 22:00:00
TKT-00849,Technical Issue,2024-01-09 20:00:00,Self-Service,Yes,3.23,Yes,5.0,2024-01-09 23:13:48
TKT-00850,Technical Issue,2024-01-09 20:15:00,Self-Service,No,3.72,Yes,5.0,2024-01-09 23:58:12
TKT-00851,Billing Issue,2024-01-09 20:30:00,Email,No,2.31,Yes,4.0,2024-01-09 22:48:36
TKT-00852,Technical Issue,2024-01-09 20:45:00,Chatbot,Yes,1.11,Yes,4.0,2024-01-09 21:51:36
TKT-00853,General Inquiry,2024-01-09 21:00:00,Self-Service,Yes,4.44,Yes,4.0,2024-01-10 01:26:24
TKT-00854,Billing Issue,2024-01-09 21:15:00,Chatbot,Yes,1.33,Yes,3.0,2024-01-09 22:34:48
TKT-00855,General Inquiry,2024-01-09 21:30:00,Self-Service,Yes,5.25,No,2.0,2024-01-10 02:45:00
TKT-00856,Technical Issue,2024-01-09 21:45:00,Self-Service,Yes,6.05,No,4.0,2024-01-10 03:48:00
TKT-00857,Billing Issue,2024-01-09 22:00:00,Self-Service,Yes,4.08,No,,2024-01-10 02:04:48
TKT-00858,General Inquiry,2024-01-09 22:15:00,Self-Service,Yes,1.29,Yes,3.0,2024-01-09 23:32:23
TKT-00859,Technical Issue,2024-01-09 22:30:00,Self-Service,Yes,2.29,No,4.0,2024-01-10 00:47:23
TKT-00860,Technical Issue,2024-01-09 22:45:00,Email,Yes,6.23,Yes,4.0,2024-01-10 04:58:48
TKT-00861,Technical Issue,2024-01-09 23:00:00,Self-Service,Yes,3.34,Yes,3.0,2024-01-10 02:20:24
TKT-00862,Billing Issue,2024-01-09 23:15:00,Email,No,3.27,No,4.0,2024-01-10 02:31:12
TKT-00863,Billing Issue,2024-01-09 23:30:00,Chatbot,Yes,3.96,Yes,5.0,2024-01-10 03:27:36
TKT-00864,Technical Issue,2024-01-09 23:45:00,Phone,No,0.62,No,2.0,2024-01-10 00:22:12
TKT-00865,Technical Issue,2024-01-10 00:00:00,Chatbot,Yes,2.89,Yes,4.0,2024-01-10 02:53:24
TKT-00866,Technical Issue,2024-01-10 00:15:00,Email,No,4.19,Yes,4.0,2024-01-10 04:26:24
TKT-00867,Account Issue,2024-01-10 00:30:00,Self-Service,No,6.15,Yes,3.0,2024-01-10 06:39:00
TKT-00868,Account Issue,2024-01-10 00:45:00,Self-Service,Yes,5.69,Yes,5.0,2024-01-10 06:26:24
TKT-00869,Account Issue,2024-01-10 01:00:00,Chatbot,Yes,3.13,No,5.0,2024-01-10 04:07:48
TKT-00870,Billing Issue,2024-01-10 01:15:00,Self-Service,Yes,3.4,Yes,3.0,2024-01-10 04:39:00
TKT-00871,Technical Issue,2024-01-10 01:30:00,Chatbot,No,2.95,Yes,3.0,2024-01-10 04:27:00
TKT-00872,Technical Issue,2024-01-10 01:45:00,Email,No,0.5,No,3.0,2024-01-10 02:15:00
TKT-00873,Technical Issue,2024-01-10 02:00:00,Email,No,6.8,Yes,4.0,2024-01-10 08:48:00
TKT-00874,Account Issue,2024-01-10 02:15:00,Self-Service,Yes,4.32,Yes,5.0,2024-01-10 06:34:12
TKT-00875,Account Issue,2024-01-10 02:30:00,Phone,Yes,5.02,Yes,5.0,2024-01-10 07:31:12
TKT-00876,Technical Issue,2024-01-10 02:45:00,Self-Service,Yes,6.21,Yes,3.0,2024-01-10 08:57:36
TKT-00877,Billing Issue,2024-01-10 03:00:00,Chatbot,Yes,3.59,Yes,2.0,2024-01-10 06:35:24
TKT-00878,Technical Issue,2024-01-10 03:15:00,Chatbot,Yes,3.44,Yes,4.0,2024-01-10 06:41:24
TKT-00879,Billing Issue,2024-01-10 03:30:00,Chatbot,Yes,3.97,Yes,3.0,2024-01-10 07:28:12
TKT-00880,General Inquiry,2024-01-10 03:45:00,Chatbot,No,9.0,Yes,2.0,2024-01-10 12:45:00
TKT-00881,Billing Issue,2024-01-10 04:00:00,,Yes,3.07,Yes,3.0,2024-01-10 07:04:12
TKT-00882,Account Issue,2024-01-10 04:15:00,Chatbot,No,1.1,Yes,3.0,2024-01-10 05:21:00
TKT-00883,Billing Issue,2024-01-10 04:30:00,Self-Service,Yes,1.45,Yes,5.0,2024-01-10 05:57:00
TKT-00884,Billing Issue,2024-01-10 04:45:00,,Yes,4.19,Yes,5.0,2024-01-10 08:56:24
TKT-00885,Technical Issue,2024-01-10 05:00:00,Chatbot,No,5.96,No,5.0,2024-01-10 10:57:36
TKT-00886,Technical Issue,2024-01-10 05:15:00,Chatbot,Yes,5.64,Yes,3.0,2024-01-10 10:53:24
TKT-00887,Technical Issue,2024-01-10 05:30:00,Self-Service,Yes,3.03,Yes,5.0,2024-01-10 08:31:48
TKT-00888,General Inquiry,2024-01-10 05:45:00,Chatbot,Yes,3.6,Yes,5.0,2024-01-10 09:21:00
TKT-00889,General Inquiry,2024-01-10 06:00:00,Chatbot,No,4.21,Yes,4.0,2024-01-10 10:12:36
TKT-00890,Billing Issue,2024-01-10 06:15:00,Chatbot,Yes,6.5,Yes,2.0,2024-01-10 12:45:00
TKT-00891,General Inquiry,2024-01-10 06:30:00,Phone,No,2.87,Yes,4.0,2024-01-10 09:22:12
TKT-00892,Account Issue,2024-01-10 06:45:00,Self-Service,No,0.5,No,3.0,2024-01-10 07:15:00
TKT-00893,Technical Issue,2024-01-10 07:00:00,Self-Service,Yes,3.4,No,4.0,2024-01-10 10:24:00
TKT-00894,Technical Issue,2024-01-10 07:15:00,Self-Service,Yes,4.64,Yes,4.0,2024-01-10 11:53:24
TKT-00895,Technical Issue,2024-01-10 07:30:00,Self-Service,Yes,5.71,Yes,2.0,2024-01-10 13:12:36
TKT-00896,Technical Issue,2024-01-10 07:45:00,Chatbot,Yes,5.97,Yes,1.0,2024-01-10 13:43:12
TKT-00897,Technical Issue,2024-01-10 08:00:00,Chatbot,Yes,3.81,Yes,3.0,2024-01-10 11:48:36
TKT-00898,Technical Issue,2024-01-10 08:15:00,Self-Service,Yes,0.5,Yes,4.0,2024-01-10 08:45:00
TKT-00899,Technical Issue,2024-01-10 08:30:00,Chatbot,Yes,7.9,No,5.0,2024-01-10 16:24:00
TKT-00900,Account Issue,2024-01-10 08:45:00,Self-Service,Yes,4.62,Yes,5.0,2024-01-10 13:22:12
TKT-00901,Technical Issue,2024-01-10 09:00:00,,Yes,4.35,Yes,5.0,2024-01-10 13:21:00
TKT-00902,Technical Issue,2024-01-10 09:15:00,Email,Yes,1.89,Yes,5.0,2024-01-10 11:08:24
TKT-00903,Account Issue,2024-01-10 09:30:00,Self-Service,Yes,4.73,Yes,,2024-01-10 14:13:48
TKT-00904,Technical Issue,2024-01-10 09:45:00,,Yes,2.55,Yes,5.0,2024-01-10 12:18:00
TKT-00905,Technical Issue,2024-01-10 10:00:00,Chatbot,Yes,3.42,No,4.0,2024-01-10 13:25:12
TKT-00906,Technical Issue,2024-01-10 10:15:00,Self-Service,No,6.79,No,4.0,2024-01-10 17:02:24
TKT-00907,Account Issue,2024-01-10 10:30:00,Email,Yes,0.5,Yes,5.0,2024-01-10 11:00:00
TKT-00908,Account Issue,2024-01-10 10:45:00,Self-Service,Yes,4.05,Yes,3.0,2024-01-10 14:48:00
TKT-00909,Account Issue,2024-01-10 11:00:00,Chatbot,Yes,3.03,Yes,2.0,2024-01-10 14:01:48
TKT-00910,Account Issue,2024-01-10 11:15:00,Chatbot,No,4.69,Yes,4.0,2024-01-10 15:56:24
TKT-00911,Account Issue,2024-01-10 11:30:00,Chatbot,Yes,3.31,No,4.0,2024-01-10 14:48:36
TKT-00912,Account Issue,2024-01-10 11:45:00,Self-Service,Yes,6.74,Yes,4.0,2024-01-10 18:29:24
TKT-00913,General Inquiry,2024-01-10 12:00:00,Self-Service,No,3.65,Yes,3.0,2024-01-10 15:39:00
TKT-00914,Account Issue,2024-01-10 12:15:00,Chatbot,No,5.21,No,3.0,2024-01-10 17:27:36
TKT-00915,Account Issue,2024-01-10 12:30:00,Chatbot,Yes,5.04,Yes,4.0,2024-01-10 17:32:24
TKT-00916,Billing Issue,2024-01-10 12:45:00,Phone,Yes,3.67,No,2.0,2024-01-10 16:25:12
TKT-00917,Technical Issue,2024-01-10 13:00:00,Self-Service,Yes,1.25,Yes,3.0,2024-01-10 14:15:00
TKT-00918,Technical Issue,2024-01-10 13:15:00,Self-Service,No,4.61,Yes,4.0,2024-01-10 17:51:36
TKT-00919,Billing Issue,2024-01-10 13:30:00,Self-Service,Yes,0.54,Yes,4.0,2024-01-10 14:02:24
TKT-00920,Technical Issue,2024-01-10 13:45:00,Self-Service,No,5.8,No,5.0,2024-01-10 19:33:00
TKT-00921,Technical Issue,2024-01-10 14:00:00,Phone,Yes,5.73,No,3.0,2024-01-10 19:43:48
TKT-00922,Billing Issue,2024-01-10 14:15:00,Chatbot,Yes,4.97,Yes,5.0,2024-01-10 19:13:12
TKT-00923,Technical Issue,2024-01-10 14:30:00,Email,No,0.65,Yes,4.0,2024-01-10 15:09:00
TKT-00924,Technical Issue,2024-01-10 14:45:00,Phone,Yes,3.73,Yes,4.0,2024-01-10 18:28:48
TKT-00925,General Inquiry,2024-01-10 15:00:00,Self-Service,No,4.33,No,4.0,2024-01-10 19:19:48
TKT-00926,Account Issue,2024-01-10 15:15:00,Email,Yes,5.61,Yes,4.0,2024-01-10 20:51:36
TKT-00927,Account Issue,2024-01-10 15:30:00,Self-Service,Yes,4.53,Yes,4.0,2024-01-10 20:01:48
TKT-00928,Billing Issue,2024-01-10 15:45:00,Chatbot,Yes,2.19,No,3.0,2024-01-10 17:56:24
TKT-00929,Technical Issue,2024-01-10 16:00:00,Self-Service,Yes,5.71,Yes,3.0,2024-01-10 21:42:36
TKT-00930,Technical Issue,2024-01-10 16:15:00,Self-Service,Yes,3.07,Yes,2.0,2024-01-10 19:19:12
TKT-00931,General Inquiry,2024-01-10 16:30:00,Email,Yes,1.97,Yes,4.0,2024-01-10 18:28:12
TKT-00932,Billing Issue,2024-01-10 16:45:00,Chatbot,No,3.69,Yes,2.0,2024-01-10 20:26:24
TKT-00933,Technical Issue,2024-01-10 17:00:00,Chatbot,Yes,2.17,No,5.0,2024-01-10 19:10:12
TKT-00934,Account Issue,2024-01-10 17:15:00,Self-Service,Yes,4.59,No,3.0,2024-01-10 21:50:24
TKT-00935,General Inquiry,2024-01-10 17:30:00,Self-Service,No,4.99,No,4.0,2024-01-10 22:29:24
